name,points,division,age,won,lost,draw,stance,residence_city,residence_country,rank,stars,last6,last5,last4,last3,last2,last1
Raven Culentas,0.173,super fly,21,5,1,1,orthodox,Davao City, Philippines,6412,1,W,D,W,W,W,L
Omar Santillan,0.173,feather,NA,5,1,0,NA,Monterrey, Mexico,6413,1,W,L,W,W,W,W
Satoshi Iriinafuku,0.173,super fly,27,5,5,0,orthodox,NA,Japan,6414,1,L,L,W,W,W,L
Ernesto Olvera,0.173,super welter,25,11,5,1,NA,Victoria de Durango, Mexico,6415,1,L,W,W,L,W,L
John Kenan Villaflor,0.173,super bantam,32,8,7,4,orthodox,Cebu City, Philippines,6416,1,L,W,W,D,L,L
Fredric Bowen,0.173,light,32,6,4,1,orthodox,Jackson, USA,6417,1,W,W,L,L,W,L
Iriel Alapormina,0.173,fly,29,8,27,2,southpaw,Muntinlupa City, Philippines,6418,1,W,W,W,W,W,W
Shosuke Oji,0.173,light fly,29,1,2,0,southpaw,Yokohama, Japan,6419,1,Blank,Blank,Blank,W,L,L
Riku Yamashita,0.173,bantam,20,3,0,1,orthodox,Osaka, Japan,6420,1,Blank,Blank,W,W,D,W
Michael Williams Jr*,0.173,super light,21,13,0,0,orthodox,Fayetteville, USA,6421,1,W,W,W,W,W,W
Shu Nawai,0.172,minimum,22,3,3,0,orthodox,NA,Japan,6422,1,L,W,W,W,L,L
Aaron Sutton,0.172,middle,23,10,0,0,orthodox,Bristol, United Kingdom,6423,1,W,W,W,W,W,W
James De la Rosa,0.172,middle,33,24,5,0,orthodox,Harlingen, USA,6424,1,W,W,L,L,L,W
Randall Schuckman,0.172,welter,35,2,0,0,orthodox,Denver, USA,6425,1,Blank,Blank,Blank,Blank,W,W
Stefani Koykov,0.172,super middle,28,8,1,0,NA,Frankfurt, Germany,6426,1,W,W,W,W,W,W
Elfelos Vega,0.172,middle,36,7,7,0,orthodox,Shizuoka, Japan,6427,1,L,L,L,L,W,L
Juan Jose Rodriguez,0.172,super welter,NA,9,0,0,NA,Monterrey, Mexico,6428,1,W,W,W,W,W,W
Jomar Paliwen,0.172,light,29,6,1,2,orthodox,Quezon City, Philippines,6429,1,W,D,W,W,D,W
Leonardo Faretina,0.172,super feather,28,4,5,1,orthodox,San Giuliano Milanese, Italy,6430,1,L,L,W,L,L,L
Nohel Arambulet,0.172,fly,25,19,5,2,orthodox,Coro, Venezuela,6431,1,W,L,W,L,W,W
Anthony Marcial,0.172,super light,34,24,4,1,orthodox,Zamboanga City, Philippines,6432,1,W,W,W,W,W,L
Ovidiu Enache,0.172,cruiser,30,3,9,0,orthodox,Capaccio, Italy,6433,1,L,W,W,L,L,W
Hee Je Jo,0.172,feather,NA,2,1,0,NA,NA,South Korea,6434,1,Blank,Blank,Blank,W,W,L
Adam Mbega,0.172,bantam,21,10,3,0,NA,Dar-Es-Salaam, Tanzania,6435,1,W,L,W,L,W,L
Carlos Alberto Ocampo,0.171,super bantam,28,9,2,3,NA,Guasave, Mexico,6436,1,W,W,L,D,L,D
Roberto Rodriguez Nucamendi,0.171,bantam,24,12,5,0,orthodox,Tuxtla Gutierrez, Mexico,6437,1,W,L,W,L,L,L
Juan Jose Lobatos,0.171,super middle,NA,1,6,1,NA,Ciudad Acuna, Mexico,6438,1,L,L,L,L,L,W
Bruno Marcellin,0.171,welter,29,11,4,3,orthodox,Levallois-Perret, France,6439,1,L,L,W,W,L,NC
Ramiro Hernan Martinez Lucero,0.171,super light,27,6,1,0,southpaw,Villa Mercedes, Argentina,6440,1,W,L,W,W,W,W
Juan Carlos Pena*,0.171,super feather,33,30,2,0,NA,NA,Dominican Republic,6441,1,W,W,W,W,W,L
Andrej Bakovic,0.171,super welter,30,11,0,0,NA,Ljubljana, Slovenia,6442,1,W,W,W,W,W,W
Hideo Mikan,0.171,super welter,35,9,13,2,orthodox,Osaka, Japan,6443,1,L,L,L,W,D,W
Armando Appel*,0.171,bantam,NA,5,2,0,NA,La Paz, Mexico,6444,1,L,W,W,W,W,L
Jessie Nicklow,0.171,super middle,33,27,10,3,orthodox,Baltimore, USA,6445,1,W,L,W,W,L,L
Hemdy Rahal,0.171,light,28,3,0,0,orthodox,Besançon, France,6446,1,Blank,Blank,Blank,W,W,W
Jorge Perez,0.171,super feather,23,20,6,1,orthodox,Riverside, USA,6447,1,W,W,W,W,W,W
Windry David Martinez*,0.171,super light,27,8,0,0,NA,Bonao, Dominican Republic,6448,1,W,W,W,W,W,W
Andrea Roncon,0.171,middle,30,14,5,1,orthodox,Porto Viro, Italy,6449,1,L,W,W,W,W,L
Sergio Puente,0.171,light,33,28,10,0,orthodox,Guadalupe, Mexico,6450,1,L,L,L,L,L,L
Gerardo Murillo,0.171,super bantam,23,10,0,1,NA,Panama City, Panama,6451,1,W,W,W,D,W,W
Rene Ortiz,0.171,feather,19,5,1,0,NA,Merida, Mexico,6452,1,W,NC,W,W,W,L
Angelo Gaston Zappi,0.171,welter,25,4,3,0,orthodox,Neuquen, Argentina,6453,1,W,W,L,L,W,L
Mathias Eklund,0.17,middle,35,12,4,2,orthodox,Vaasa, Finland,6454,1,D,L,W,L,W,L
Marco Acevedo*,0.17,light,27,11,7,1,NA,Santo Domingo, Dominican Republic,6455,1,W,L,L,D,L,L
Jonathan Palata,0.17,heavy,32,7,1,0,orthodox,Sydenham, United Kingdom,6456,1,W,W,W,W,W,L
Cristian Williams,0.17,light,26,9,0,0,NA,Crete, USA,6457,1,W,W,W,W,W,W
Hampus Henriksson,0.17,light heavy,26,5,0,1,southpaw,Malmo, Sweden,6458,1,W,W,W,W,D,W
Christopher Jones,0.17,super middle,30,6,2,0,orthodox,Dallas, USA,6459,1,L,W,W,W,L,W
Denis Kauffer,0.17,light heavy,24,1,0,0,NA,Stockholm, Sweden,6460,1,Blank,Blank,Blank,Blank,Blank,W
Danny Couzens,0.17,cruiser,36,10,12,2,orthodox,Titchfield, United Kingdom,6461,1,L,W,W,W,L,L
Miguel Tique,0.17,super feather,NA,15,15,3,NA,Ciudad Del Carmen, Mexico,6462,1,W,W,D,W,L,L
Vitaly Kudukhov,0.17,heavy,31,4,0,0,orthodox,Vladikavkaz, Russia,6463,1,Blank,Blank,W,W,W,W
Diego Oscar Silva,0.17,super bantam,37,29,6,4,orthodox,Avellaneda, Argentina,6464,1,W,D,L,L,L,L
Geovanni Zamora,0.17,feather,25,10,12,2,southpaw,Toluca, Mexico,6465,1,D,W,L,L,W,L
Jesus Frias,0.169,welter,20,2,1,0,NA,Tepic, Mexico,6466,1,Blank,Blank,Blank,W,L,W
Damon Jones,0.169,light heavy,27,16,2,0,southpaw,Leeds, United Kingdom,6467,1,W,L,W,W,L,W
Jeffrey Quintero,0.169,feather,27,11,10,0,southpaw,Los Teques, Venezuela,6468,1,L,W,L,L,L,L
Frengky Rohi,0.169,light fly,26,7,10,1,orthodox,Yogyakarta, Indonesia,6469,1,L,W,L,L,W,L
Omar Siala,0.169,super welter,32,36,20,3,orthodox,Hameln, Germany,6470,1,W,W,L,W,W,L
Jone Volau,0.169,cruiser,37,5,6,0,orthodox,Gateshead, United Kingdom,6471,1,W,L,L,L,L,L
Ali Hussein,0.169,middle,33,6,2,1,orthodox,Copenhagen, Denmark,6472,1,W,D,L,W,L,W
Victor Daniel Mercado*,0.169,super welter,21,6,0,0,NA,Tijuana, Mexico,6473,1,W,W,W,W,W,W
Alexis Uribe,0.169,super feather,25,6,0,0,NA,Campeche, Mexico,6474,1,W,W,W,W,W,W
Craig Morgan,0.169,feather,21,7,0,0,southpaw,Kelty, United Kingdom,6475,1,W,W,W,W,W,W
Josue Morales,0.168,super fly,28,11,12,4,southpaw,Houston, USA,6476,1,L,D,L,W,W,L
Fulgencio Zuniga,0.168,cruiser,43,28,16,1,orthodox,Barranquilla, Colombia,6477,1,L,L,W,L,L,L
Chaiwat Buatkrathok,0.168,bantam,28,33,3,0,southpaw,Nonthaburi, Thailand,6478,1,W,W,W,L,L,W
Giovanni D'Antoni*,0.168,welter,31,11,9,3,orthodox,Bagheria, Italy,6479,1,L,D,W,W,L,W
Adan Gonzales,0.168,super bantam,23,5,4,2,orthodox,Denver, USA,6480,1,D,L,W,W,L,L
Gennadi Stserbin,0.168,light heavy,26,2,6,0,orthodox,Maardu, Estonia,6481,1,L,L,L,W,L,L
Rafaello Sheshi,0.168,super welter,28,7,0,1,orthodox,Berlin, Germany,6482,1,D,W,W,W,W,W
Ryuhei Uchimura,0.168,light,26,4,1,0,orthodox,Osaka, Japan,6483,1,Blank,W,W,W,L,W
Romano Kujak,0.168,cruiser,NA,7,0,0,orthodox,Wurzburg, Germany,6484,1,W,W,W,W,W,W
Kamel Kouaouch,0.168,cruiser,31,10,0,0,orthodox,Chatelineau, Belgium,6485,1,W,W,W,W,W,W
Aku Kanninen,0.168,super welter,20,6,0,1,orthodox,Oulu, Finland,6486,1,W,W,W,D,W,W
Andre August,0.167,light heavy,32,9,1,1,orthodox,Houston, USA,6487,1,W,L,W,W,W,W
Robert Redmond Jr,0.167,welter,30,8,2,2,NA,Houston, USA,6488,1,W,D,L,W,L,W
Seira Kishida,0.167,super feather,22,3,1,2,orthodox,Kobe, Japan,6489,1,W,L,W,D,W,D
Jamykle Wade,0.167,super welter,26,6,4,1,NA,West Monroe, USA,6490,1,L,L,W,L,W,W
Jose Pedro Acevedo,0.167,light,30,6,1,0,orthodox,Montevideo, Uruguay,6491,1,W,W,W,W,W,L
Andrew Rodgers,0.167,welter,28,4,9,2,orthodox,Elkhart, USA,6492,1,L,L,L,D,L,L
Francisco Emilio Venegas,0.167,super welter,20,2,2,0,NA,Mexico City, Mexico,6493,1,Blank,Blank,W,L,W,L
Oscar Richard,0.167,minimum,21,7,2,1,NA,Dar-Es-Salaam, Tanzania,6494,1,W,L,W,W,W,L
Tyson Lantry*,0.167,light,NA,7,3,0,NA,Maitland, Australia,6495,1,W,W,W,W,L,L
Yong Hwan Jun,0.167,welter,28,6,4,1,orthodox,Suwon, South Korea,6496,1,W,D,L,W,W,W
Yasuhiro Tanaka,0.167,fly,31,6,5,2,orthodox,NA,Japan,6497,1,L,L,W,L,W,L
Emanuel Armendariz,0.167,feather,25,12,5,2,orthodox,Los Mochis, Mexico,6498,1,W,W,W,L,L,L
Hongpeng Zhang,0.167,feather,33,5,8,1,orthodox,Hefei, China,6499,1,W,W,D,L,L,L
Antonio Tarver Jr,0.167,middle,32,6,0,0,southpaw,Orlando, USA,6500,1,W,W,W,W,W,W
Javier Alberto Mamani,0.167,light heavy,39,42,18,1,orthodox,Salta, Argentina,6501,1,L,L,W,W,W,L
Carlos Roberto Perez*,0.167,bantam,28,6,3,1,NA,Degollado, Mexico,6502,1,NC,L,L,L,W,W
Elmar James Panerio,0.166,fly,NA,2,0,2,southpaw,Digos City, Philippines,6503,1,Blank,Blank,W,W,D,D
Pedro Navarrete,0.166,light,39,30,25,3,orthodox,San Juan Zitlaltepec, Mexico,6504,1,L,L,W,L,L,L
Jesus Adrian Gomez,0.166,super bantam,23,11,2,0,NA,Nuevo Casas Grandes, Mexico,6505,1,W,L,W,W,L,W
Takayoshi Suzuki,0.166,super bantam,22,5,2,1,orthodox,NA,Japan,6506,1,D,W,W,W,W,L
Mustapha Amadu,0.166,light heavy,23,2,0,0,NA,Aachen, Germany,6507,1,Blank,Blank,Blank,Blank,W,W
Pedro Acosta,0.166,light heavy,23,4,1,0,NA,Mazatlan, Mexico,6508,1,Blank,L,W,W,W,W
Alfredo Escarcega*,0.166,super light,22,10,0,1,NA,Avondale, USA,6509,1,W,W,W,D,W,W
Cristian Malvitano,0.165,super light,24,8,1,0,orthodox,Roma, Italy,6510,1,W,W,W,W,L,W
Roy Patricio Villegas Casanova,0.165,super light,21,7,0,0,NA,Mexicali, Mexico,6511,1,W,W,W,W,W,W
Mark Smither,0.165,welter,28,4,0,0,orthodox,Barrie, Canada,6512,1,Blank,Blank,W,W,W,W
Omar Kabary Salem*,0.165,light heavy,22,9,0,0,orthodox,Brooklyn, USA,6513,1,W,W,W,W,W,W
Cesar Diaz,0.165,welter,27,6,1,0,NA,NA,Peru,6514,1,W,W,W,W,W,L
Derrick Whitley Jr,0.165,welter,29,6,1,1,southpaw,Springfield, USA,6515,1,W,D,L,W,W,NC
Carlo De Novellis,0.165,middle,40,7,4,1,orthodox,Napoli, Italy,6516,1,L,L,W,W,L,L
Ricardo Marcelo Ramallo,0.165,light heavy,37,22,15,1,orthodox,Beccar, Argentina,6517,1,L,W,L,L,L,L
Tsendbaatar Erdenebat,0.165,light,24,2,0,0,orthodox,Tsetserleg, Mongolia,6518,1,Blank,Blank,Blank,Blank,W,W
Andrey Pavlichenko,0.164,super welter,25,4,0,1,orthodox,Anapa, Russia,6519,1,Blank,W,W,W,D,W
Jose Beitia,0.164,super feather,26,6,2,1,orthodox,David, Panama,6520,1,W,W,W,L,W,W
Antonio Siesmundo,0.164,super light,25,6,3,0,orthodox,Ubay, Philippines,6521,1,W,L,W,W,L,L
Jonathan Rodriguez,0.164,bantam,21,8,1,0,orthodox,Bethlehem, USA,6522,1,W,W,W,W,W,L
Elmer Naason,0.164,super light,NA,4,1,0,orthodox,NA,Philippines,6523,1,Blank,W,W,W,W,L
Mikey Dahlman*,0.164,middle,28,9,0,0,orthodox,Chicago, USA,6524,1,W,W,W,W,W,W
Anthony Arimany,0.164,light,32,16,2,1,southpaw,Arras, France,6525,1,L,W,W,W,D,W
Rodrigo Del Grecco*,0.164,middle,26,13,0,0,NA,NA,Argentina,6526,1,W,W,W,W,W,W
Eric Mondragon,0.164,light,22,3,0,1,orthodox,Maywood, USA,6527,1,Blank,Blank,W,W,W,D
Eduardo Martinez,0.164,minimum,28,13,5,1,orthodox,Cancun, Mexico,6528,1,W,W,L,W,L,L
Gabino Cota,0.163,light,27,19,11,2,orthodox,Navojoa, Mexico,6529,1,L,L,D,L,L,L
Dionis Martinez*,0.163,super bantam,27,9,18,3,orthodox,Valencia, Spain,6530,1,L,W,D,L,L,L
Ian Donaire,0.163,fly,NA,4,1,1,orthodox,Davao City, Philippines,6531,1,W,W,W,L,D,W
Chris Healey,0.163,heavy,32,8,8,0,southpaw,Stockport, United Kingdom,6532,1,L,W,L,L,L,L
Atin Karabet,0.163,super middle,25,6,3,1,orthodox,Essen, Germany,6533,1,D,W,L,L,W,W
Michel Polina,0.163,super light,29,3,5,3,NA,Monterrey, Mexico,6534,1,D,D,W,W,L,L
Rigoberto Nava,0.163,super bantam,22,3,5,4,NA,Mexico City, Mexico,6535,1,D,D,D,L,L,L
Rohan Polanco*,0.163,welter,22,1,0,0,NA,Santo Domingo, Dominican Republic,6536,1,Blank,Blank,Blank,Blank,Blank,W
Luis Arrieta,0.163,super light,28,4,2,0,NA,Barranquilla, Colombia,6537,1,W,W,W,W,L,L
Ayumu Hanada,0.162,super fly,18,5,0,0,orthodox,Amagasaki, Japan,6538,1,Blank,W,W,W,W,W
Rafael Velez,0.162,light,NA,1,0,0,NA,Monterrey, Mexico,6539,1,Blank,Blank,Blank,Blank,Blank,W
Austin Manning*,0.162,super feather,22,8,0,0,NA,Indianapolis, USA,6540,1,W,W,W,W,W,W
Mansur Muti,0.162,middle,30,5,2,0,NA,Las Palmas, Spain,6541,1,W,L,W,W,W,L
Jose Manuel Perez,0.162,feather,32,7,4,0,orthodox,San Jose, Costa Rica,6542,1,W,L,W,L,W,L
Hernan David Perez,0.162,super middle,31,5,3,0,orthodox,José Mármol, Argentina,6543,1,W,W,W,W,L,L
Andre Marquez*,0.162,feather,23,8,1,0,orthodox,Sioux Falls, USA,6544,1,W,W,W,W,W,W
Karim Berredjem,0.162,heavy,34,10,7,0,NA,Clermont-Ferrand, France,6545,1,W,L,W,L,W,W
Marco Antonio Ponce Lopez,0.162,super feather,23,4,0,0,NA,NA,Mexico,6546,1,Blank,W,W,W,NC,W
Christian Larrondo,0.162,heavy,33,6,5,1,NA,Tlaxcala, Mexico,6547,1,L,L,L,L,W,L
James Farrell,0.162,cruiser,31,9,2,0,orthodox,Liverpool, United Kingdom,6548,1,W,W,L,W,W,L
Haris Dzindo,0.162,super middle,30,12,0,0,orthodox,Vejle, Denmark,6549,1,W,W,W,W,W,W
Imanol Lopez,0.161,light fly,20,11,0,0,NA,Guasave, Mexico,6550,1,W,W,W,W,W,W
Artif Ali,0.161,super feather,32,14,3,0,orthodox,Accrington, United Kingdom,6551,1,W,L,W,W,W,L
Rafael Gaitan,0.161,light heavy,22,5,0,1,NA,Grand Prairie, USA,6552,1,W,W,W,W,W,D
Brad Daws,0.161,super feather,24,6,0,0,orthodox,Carlton, United Kingdom,6553,1,W,W,W,W,W,W
Sergio Palafox*,0.161,light,25,8,2,0,NA,Aguascalientes, Mexico,6554,1,W,W,W,L,W,L
Esteban Villalobos,0.161,super welter,29,12,1,1,NA,Mount Vernon, USA,6555,1,W,W,W,W,L,W
Gabriele Guainella,0.161,cruiser,33,4,2,1,NA,Roma, Italy,6556,1,W,W,W,D,L,L
Arturo Hernandez,0.16,super feather,NA,5,5,3,NA,Cancun, Mexico,6557,1,L,W,L,D,L,D
Valerio Mazzulla,0.16,welter,32,6,4,2,orthodox,Roma, Italy,6558,1,L,W,D,L,W,L
Nathan Reeve,0.16,super fly,30,12,3,0,orthodox,Northampton, United Kingdom,6559,1,L,W,W,W,W,L
Diego Maximiliano Astudillo,0.16,cruiser,26,3,0,0,NA,Las Heras, Argentina,6560,1,Blank,Blank,Blank,W,W,W
Younes Zarraa,0.16,light,24,6,0,0,orthodox,Neuss, Germany,6561,1,W,W,W,W,W,W
Casey James Streeter,0.16,super welter,29,10,1,1,orthodox,Portland, USA,6562,1,W,W,W,L,W,W
Adam Gadajew,0.16,cruiser,36,20,15,0,NA,Torgau, Germany,6563,1,W,L,L,W,W,W
Nigel Edwards,0.16,light heavy,41,9,4,1,NA,San Fernando, Trinidad And Tobago,6564,1,W,W,L,L,L,L
Mert Yildirim,0.159,super middle,20,9,2,0,NA,NA,Germany,6565,1,W,W,W,W,L,L
Soufian Rachid,0.159,cruiser,30,1,1,0,NA,Nice, France,6566,1,Blank,Blank,Blank,Blank,W,L
Basir Abakarov,0.159,heavy,28,7,0,0,orthodox,Izberbash, Russia,6567,1,W,W,W,W,W,W
Jonathan Pierre,0.159,welter,27,4,1,1,NA,Vero Beach, USA,6568,1,W,W,W,L,D,W
George Mdluli,0.159,middle,38,9,7,1,NA,Durban, South Africa,6569,1,L,L,L,L,L,W
Ron Guerrero,0.159,heavy,46,22,20,3,orthodox,Corpus Christi, USA,6570,1,W,L,L,L,L,W
Andrew Whitfield*,0.159,middle,29,3,1,0,NA,Lewiston, USA,6571,1,Blank,Blank,W,L,W,W
Michael Kannler*,0.159,super bantam,38,11,3,1,NA,Augsburg, Germany,6572,1,W,W,W,L,W,W
Furkan Demirkaya,0.159,light,NA,3,1,0,NA,Melbourne, Australia,6573,1,Blank,Blank,W,L,W,W
Mathis Vegas,0.159,super bantam,21,6,0,0,NA,Tarbes, France,6574,1,W,W,W,W,W,W
Ronald Pontillas,0.159,super light,31,19,8,3,southpaw,Muntinlupa City, Philippines,6575,1,W,W,L,L,W,W
Abel Cruz Rodriguez,0.159,super feather,27,13,11,1,NA,Mazatlan, Mexico,6576,1,W,L,L,L,L,L
Joe Eli Hernandez*,0.159,super welter,24,6,1,0,orthodox,Matamoros, Mexico,6577,1,W,L,W,W,W,W
Justin Menzie,0.158,welter,37,5,4,1,southpaw,Barling, United Kingdom,6578,1,D,L,W,L,W,L
Isamy Mesa,0.158,middle,22,2,0,0,southpaw,Sochi, Russia,6579,1,Blank,Blank,Blank,Blank,W,W
Pedro Matos,0.158,bantam,33,7,4,0,orthodox,Lisbon, Portugal,6580,1,W,L,W,L,L,L
Omar Nguale Ilunga,0.158,super middle,36,13,1,1,NA,Roma, Italy,6581,1,W,W,W,W,W,W
Said Mbelwa,0.158,light heavy,42,47,30,5,orthodox,Dar-Es-Salaam, Tanzania,6582,1,NC,L,L,W,W,L
Alberto Ruiz Ibarra,0.158,light,27,9,2,0,NA,Cuernavaca, Mexico,6583,1,W,W,L,L,W,NC
Roldan Sasan,0.158,minimum,NA,8,2,0,NA,Carmen, Philippines,6584,1,W,L,W,W,W,L
Mauricio Junker,0.158,heavy,35,3,2,0,orthodox,Rotterdam, Netherlands,6585,1,Blank,W,L,W,W,L
Dominik Ameri*,0.158,light heavy,28,14,21,0,NA,Hamburg, Germany,6586,1,W,W,L,W,W,W
Luis Pascual,0.158,heavy,28,15,6,0,orthodox,Iztacalco, Mexico,6587,1,L,W,L,L,L,W
Landy Cris Leon,0.158,light,29,13,21,5,southpaw,Valenzuela City, Philippines,6588,1,D,W,L,L,W,L
Eric Nwankwo,0.157,super middle,31,1,7,0,orthodox,Portsmouth, United Kingdom,6589,1,L,L,L,L,L,L
Erick Rocha,0.157,super feather,21,2,7,0,orthodox,Houston, USA,6590,1,L,L,L,L,W,L
David Spilmont,0.157,heavy,29,10,5,0,NA,Saint-Michel, France,6591,1,W,W,W,W,W,L
Dominique Crowder,0.157,super bantam,27,7,0,0,orthodox,Baltimore, USA,6592,1,W,W,W,W,W,W
Jesus Montiel,0.157,feather,23,7,0,1,NA,Mazatlan, Mexico,6593,1,W,W,D,W,W,W
Misael Jossy Chavez,0.157,middle,33,5,14,0,NA,Zapopan, Mexico,6594,1,W,L,W,L,L,L
Angel Ismael Martinez Castillo,0.157,super bantam,21,4,9,1,NA,Puebla, Mexico,6595,1,W,L,L,L,L,L
Marvin Cordova Jr,0.157,super middle,35,23,2,1,orthodox,Pueblo, USA,6596,1,W,L,W,L,W,W
Hector Camacho Jr,0.157,light heavy,42,59,7,1,southpaw,New York, USA,6597,1,W,W,L,W,L,W
Lulzim Bajrami,0.157,super middle,NA,7,0,0,NA,Hamburg, Germany,6598,1,W,W,W,W,W,W
Yanis Mehah,0.157,welter,22,4,0,0,NA,Bourgoin Jallieu, France,6599,1,Blank,Blank,W,W,W,W
Vahram Khudeda,0.156,middle,29,7,0,0,NA,Thun, Switzerland,6600,1,W,W,W,W,W,W
Cristian Rodriguez,0.156,super bantam,30,12,5,0,NA,Santa Cruz de Tenerife, Spain,6601,1,L,L,W,W,L,W
Keanen Wainwright,0.156,light,22,5,1,0,southpaw,Sheffield, United Kingdom,6602,1,W,L,W,W,W,W
Francisco Javier Lucero,0.156,super feather,28,7,2,4,NA,Hermosillo, Mexico,6603,1,L,W,W,D,D,D
Alexandrew David,0.156,super welter,29,4,1,1,NA,Singapore, Singapore,6604,1,W,W,W,W,D,L
Oscar Mora,0.156,welter,29,9,7,0,orthodox,Mexicali, Mexico,6605,1,L,L,W,L,W,L
Jose Alfredo Rodriguez,0.156,feather,31,32,10,0,orthodox,Mazatlan, Mexico,6606,1,L,L,L,L,L,L
Jose Meza,0.156,fly,NA,3,1,2,NA,Jinotega, Nicaragua,6607,1,W,W,L,D,W,D
Taison Morishita,0.156,super light,24,2,0,0,orthodox,Musashino, Japan,6608,1,Blank,Blank,Blank,Blank,W,W
Iago Barros,0.156,light,37,5,18,2,orthodox,La Coruna, Spain,6609,1,L,W,L,L,L,L
Kristaps Zutis,0.156,heavy,30,7,1,2,orthodox,Sabile, Latvia,6610,1,W,W,W,W,W,NC
Gilberto Rubio,0.156,light heavy,37,9,9,0,orthodox,Los Mochis, Mexico,6611,1,L,W,L,W,L,L
Horacio Damian Garcia,0.156,super middle,41,4,8,1,orthodox,Isidro Casanova, Argentina,6612,1,L,L,L,D,L,L
Oscar Torrez,0.156,heavy,29,7,0,0,orthodox,Rialto, USA,6613,1,W,W,W,W,W,W
Lyes Chaibi,0.155,super welter,37,15,13,3,southpaw,Saint-Etienne, France,6614,1,L,W,L,D,L,L
Vicente Martin Perez,0.155,super light,28,2,0,0,orthodox,Valle de Anisacate, Argentina,6615,1,Blank,Blank,Blank,Blank,W,W
Edvin Ramirez Contreras,0.155,fly,20,9,0,2,southpaw,Ciudad Cardel, Mexico,6616,1,W,D,W,W,W,W
Keon Johnson,0.155,super middle,39,27,11,1,orthodox,Indianapolis, USA,6617,1,W,W,W,W,W,L
Silvio Octavio Arano,0.155,feather,27,7,6,1,orthodox,Guaymallen, Argentina,6618,1,D,L,W,L,L,L
Josue Portales,0.155,super fly,29,15,4,1,NA,Torreon, Mexico,6619,1,W,L,W,W,W,W
Juan Carlos Gonzalez Viera,0.155,bantam,22,7,8,2,NA,Victoria de Durango, Mexico,6620,1,L,W,W,D,L,L
Milos Veletic,0.155,heavy,23,1,0,0,NA,Bijeljina, Bosnia And Herzegovina,6621,1,Blank,Blank,Blank,Blank,Blank,W
Chris Norrad,0.155,heavy,37,17,1,0,NA,Boiestown, Canada,6622,1,W,W,W,W,W,L
Ahmed Swedy,0.155,super welter,NA,3,2,0,orthodox,NA,Egypt,6623,1,Blank,L,W,W,L,W
Digari Mahesh*,0.155,light,24,3,1,1,NA,NA,India,6624,1,Blank,D,W,W,L,W
Victor Hugo Exner,0.155,super middle,28,5,7,0,orthodox,Rafaela, Argentina,6625,1,L,L,L,L,W,W
Ugo Fougeras,0.154,super bantam,25,11,6,0,NA,Xalapa, Mexico,6626,1,L,L,W,L,L,L
Shunsuke Isa,0.154,minimum,22,8,3,1,orthodox,Kawasaki, Japan,6627,1,W,D,L,W,W,L
Shun Sekine,0.154,feather,23,4,0,1,orthodox,NA,Japan,6628,1,Blank,W,W,W,W,D
Galih Susanto,0.154,bantam,29,17,10,1,orthodox,Malang, Indonesia,6629,1,W,W,L,L,W,L
Taycan Yildirim*,0.154,super middle,20,9,0,0,NA,Berlin, Germany,6630,1,W,W,W,W,W,W
Yedil Kozhamberdiyev,0.154,cruiser,34,10,2,0,orthodox,Henderson, USA,6631,1,W,W,W,W,W,W
Shay Brock,0.154,middle,28,13,2,2,orthodox,Auckland, New Zealand,6632,1,W,D,L,L,D,W
Giovanni Delgado,0.154,feather,29,16,10,0,orthodox,Tacubaya, Mexico,6633,1,L,L,L,L,L,L
Ronaldo Briceno,0.154,light,NA,6,0,1,NA,Guadalajara, Mexico,6634,1,W,D,W,W,W,NC
Edwin Reyes,0.154,light fly,33,8,6,3,orthodox,Madison, USA,6635,1,L,W,D,L,L,L
Ihor Faliush,0.154,welter,21,1,1,0,NA,Kremenchug, Ukraine,6636,1,Blank,Blank,Blank,Blank,L,W
Yosko Stoychev,0.154,light heavy,26,13,0,0,orthodox,NA,Germany,6637,1,W,W,W,W,W,W
Mark Smith,0.154,super middle,NA,6,5,3,orthodox,Werribee, Australia,6638,1,W,L,L,D,W,L
Fernando Miguel Romero,0.154,light,34,6,20,2,orthodox,Colonia Aldao, Argentina,6639,1,L,L,L,W,L,L
Jonathan Ariel Sosa,0.154,super light,30,7,12,2,orthodox,San Martín, Argentina,6640,1,L,L,L,L,L,L
Jesus Andres Vega Villaman,0.154,super welter,27,20,2,1,NA,Guasave, Mexico,6641,1,L,W,W,W,W,W
Manny Woods,0.153,super welter,33,16,10,1,NA,Saint Petersburg, USA,6642,1,L,W,L,L,L,L
Engel Gomez,0.153,fly,NA,7,0,1,NA,NA,Nicaragua,6643,1,W,W,W,W,W,D
Elias Diaz,0.153,welter,26,8,0,0,NA,National City, USA,6644,1,W,W,W,W,W,W
Taiga Hayashi,0.153,feather,22,4,4,1,orthodox,Chiba City, Japan,6645,1,L,W,W,L,L,L
Alexis Pech,0.153,bantam,20,7,2,0,NA,Merida, Mexico,6646,1,W,W,W,W,L,W
Quentin Curtis,0.153,super middle,33,2,3,0,orthodox,Anoka, USA,6647,1,Blank,W,L,W,L,L
Adam Azim,0.153,light,NA,1,0,0,orthodox,Slough, United Kingdom,6648,1,Blank,Blank,Blank,Blank,Blank,W
Miguel Angel Luna Tlapaya,0.153,minimum,28,5,5,0,NA,NA,Mexico,6649,1,W,L,L,L,W,L
