name,points,division,age,won,lost,draw,stance,residence_city,residence_country,rank,stars,last6,last5,last4,last3,last2,last1
Kelcie Ball,0.195,middle,29,10,2,0,orthodox,Dordon, United Kingdom,6176,1,W,W,W,L,W,L
Adnan Redzovic,0.195,heavy,43,21,5,0,orthodox,Sarajevo, Bosnia And Herzegovina,6177,1,W,L,W,W,L,L
Delmiro Eduardo Bordon,0.194,feather,25,5,4,0,NA,Buenos Aires, Argentina,6178,1,L,W,W,L,L,L
Jiaming Li*,0.194,feather,29,4,1,0,orthodox,Zhu Hai, China,6179,1,Blank,L,W,W,W,W
Badien Hasso,0.194,light heavy,26,18,0,0,orthodox,Oberhausen, Germany,6180,1,W,W,W,W,W,W
Francisco Bonilla*,0.194,super fly,34,6,8,3,southpaw,Chihuahua, Mexico,6181,1,L,W,W,L,L,L
Borislav Ivanov,0.194,middle,30,9,1,0,NA,Sofia, Bulgaria,6182,1,W,W,W,W,W,W
Guadalupe Acosta Rodriguez*,0.194,super light,27,12,6,0,orthodox,Aguascalientes, Mexico,6183,1,W,W,L,L,L,L
Joe Underwood Hughes,0.193,super feather,24,4,0,0,orthodox,Beeston, United Kingdom,6184,1,Blank,Blank,W,W,W,W
Jordan Rodriguez,0.193,super bantam,27,8,5,2,orthodox,Alicante, Spain,6185,1,W,W,W,D,L,L
Nourdeen Toure,0.193,welter,29,11,2,0,orthodox,Helsinki, Finland,6186,1,W,L,W,W,W,W
Brandon Aguayo*,0.193,bantam,22,3,0,0,NA,Guadalajara, Mexico,6187,1,Blank,Blank,Blank,W,W,W
Luis Garcia,0.193,welter,34,13,1,1,orthodox,Richmond, USA,6188,1,W,W,W,W,W,W
Diego Santiago Sanchez,0.193,super light,21,18,1,0,orthodox,San Diego, USA,6189,1,W,W,W,W,W,L
Don Parueang,0.193,light heavy,38,9,4,0,orthodox,Nakhon Ratchasima, Thailand,6190,1,W,W,W,W,W,W
Sikho Moshani,0.193,minimum,NA,4,2,0,NA,Duncan Village, South Africa,6191,1,L,W,W,W,W,L
Arnold Garde,0.193,fly,30,10,10,3,orthodox,Davao City, Philippines,6192,1,L,W,L,L,L,L
Sergio Daniel Moreno Martinez,0.193,super welter,27,1,3,0,NA,Mexico City, Mexico,6193,1,Blank,Blank,W,L,L,L
David Bency,0.193,super welter,32,14,19,1,orthodox,Gerona, Spain,6194,1,L,L,L,L,L,L
Pavel Mamontov,0.193,super welter,37,12,12,2,orthodox,Novoaltaysk, Russia,6195,1,L,L,L,L,L,L
Gorjan Slaveski,0.193,super middle,26,6,1,0,NA,Merrillville, USA,6196,1,W,W,W,W,L,W
Peter Kramer*,0.193,super welter,30,11,3,1,NA,Budapest, Hungary,6197,1,L,W,W,L,L,W
Carlos Rubalcaba Garcia,0.192,super feather,NA,3,0,1,NA,Cardenas, Mexico,6198,1,Blank,Blank,W,W,W,D
Ruben Tamayo,0.192,light,32,28,14,4,southpaw,Ciudad Obregon, Mexico,6199,1,L,W,L,L,W,L
Granit Stein,0.191,light heavy,28,14,0,1,NA,Ingolstadt, Germany,6200,1,W,W,W,W,W,W
Luis Jimenez,0.191,light heavy,21,4,1,0,orthodox,Kansas City, USA,6201,1,Blank,W,W,W,L,W
Jose Adolfo Granados,0.191,super feather,22,11,0,0,NA,Mexico City, Mexico,6202,1,W,W,W,W,W,W
Jesus Arturo Acosta,0.191,super light,27,24,12,2,orthodox,El Dorado, Mexico,6203,1,W,W,W,L,L,L
Aleksandar Petrovic,0.191,light heavy,32,5,21,3,orthodox,Grocka, Serbia,6204,1,L,W,L,L,L,L
Henry Maishiant,0.191,bantam,NA,7,10,3,NA,NA,Ecuador,6205,1,W,L,W,W,W,W
Danny Tampipi,0.191,feather,31,9,11,2,southpaw,San Miguel, Philippines,6206,1,L,W,L,L,W,L
Jose Angel Rojas Alba,0.191,bantam,27,1,1,1,NA,Pachuca, Mexico,6207,1,Blank,Blank,Blank,D,W,L
Fernando Enrique Bataglia,0.191,middle,37,13,37,3,southpaw,San Genaro, Argentina,6208,1,L,L,L,W,NC,L
Bangxin Zhang,0.19,feather,27,1,2,1,orthodox,Beijing, China,6209,1,Blank,Blank,D,W,L,L
Cesar Soriano Berumen,0.19,welter,42,26,41,3,orthodox,Iztacalco, Mexico,6210,1,L,D,L,L,L,L
Dakota Linger*,0.19,super light,26,12,4,2,NA,Buckhannon, USA,6211,1,L,W,L,L,W,L
Britton Norwood,0.19,light heavy,33,10,3,1,southpaw,Las Vegas, USA,6212,1,L,W,W,NC,W,W
Siarhei Huliakevich,0.19,super welter,39,43,13,2,orthodox,Minsk, Belarus,6213,1,L,L,D,L,L,D
Andranik Mirzoyan,0.19,light heavy,30,7,1,1,NA,Landgraaf, Netherlands,6214,1,D,W,L,W,W,W
Attanon Kunlawong,0.19,super feather,25,15,6,0,orthodox,Nakhon Pathom, Thailand,6215,1,W,L,L,L,L,W
Gustavo Chazarreta,0.19,super welter,NA,3,0,2,NA,Caleta Olivia, Argentina,6216,1,Blank,D,W,W,W,D
Nibesh Ghale,0.189,super light,24,5,1,0,NA,Hong Kong S.A.R., China,6217,1,L,W,W,W,W,W
Joseph Felix,0.189,super welter,33,6,2,0,NA,Culiacan, Mexico,6218,1,W,W,W,W,L,L
Atum Notorius,0.189,welter,22,1,0,0,orthodox,Kiev, Ukraine,6219,1,Blank,Blank,Blank,Blank,Blank,W
Brendan Barrett,0.189,heavy,39,7,3,2,orthodox,Little Egg Harbor, USA,6220,1,W,W,W,L,L,L
Alexis Maximiliano Sicilia*,0.189,bantam,27,3,6,0,orthodox,Santa Fe, Argentina,6221,1,L,L,L,L,W,W
Regis Sugden,0.189,welter,25,5,0,0,orthodox,Newark, United Kingdom,6222,1,Blank,W,W,W,W,W
Nasoro Madimba,0.189,feather,28,10,3,3,NA,NA,NA,6223,1,W,D,W,W,L,W
Eiki Kani*,0.189,middle,19,2,1,1,orthodox,Atsugi, Japan,6224,1,Blank,Blank,D,L,W,W
Jonel Dapidran,0.189,welter,22,10,4,0,orthodox,Digos City, Philippines,6225,1,W,L,W,W,L,L
Marcelo Gallardo,0.189,super feather,31,7,5,2,orthodox,Renton, USA,6226,1,L,L,W,W,L,L
Matthew Esquibel,0.189,welter,33,12,1,1,orthodox,Albuquerque, USA,6227,1,W,W,D,W,W,L
Limbani Chikapa,0.188,super light,24,9,7,0,NA,Lilongwe, Malawi,6228,1,L,W,L,L,L,L
Brayan Mairena,0.188,super light,24,10,19,1,orthodox,Gerona, Spain,6229,1,L,L,L,L,L,L
Raymond Castaneda,0.188,super light,25,6,0,0,NA,Defiance, USA,6230,1,W,W,W,W,W,W
Silem Serang,0.188,minimum,31,15,22,3,orthodox,Depok, Indonesia,6231,1,L,W,W,L,D,L
Abulimiti Tuersunniyazi,0.188,welter,29,8,3,1,orthodox,Urumqi, China,6232,1,L,L,W,W,W,W
Salvador Hernandez Sanchez,0.188,super bantam,30,14,9,1,orthodox,Tuxtla Gutierrez, Mexico,6233,1,W,L,D,L,L,L
Michael Azzara',0.188,super middle,27,5,0,0,NA,Roma, Italy,6234,1,Blank,W,W,W,W,W
Robin Dingcong,0.188,feather,28,6,8,4,southpaw,Mandaluyong City, Philippines,6235,1,L,L,L,L,W,L
Junny Salogaol,0.188,light,26,14,18,5,orthodox,Cebu City, Philippines,6236,1,D,L,W,L,L,L
Kevin Shacks,0.188,super light,30,3,5,3,NA,Haslett, USA,6237,1,D,D,W,L,L,L
Carlos Diaz,0.188,light,27,8,2,1,orthodox,Lautaro, Chile,6238,1,W,W,W,W,L,W
Nicholas Mwangi*,0.188,super light,33,6,3,1,NA,Dubai, United Arab Emirates,6239,1,W,L,W,L,D,W
Willy Franklin Morillo,0.188,super light,NA,5,7,0,NA,Santo Domingo, Dominican Republic,6240,1,W,W,L,W,L,L
Jorge Alfredo Avalos,0.187,super bantam,31,5,1,2,orthodox,Villahermosa, Mexico,6241,1,L,W,W,D,D,W
Maximiliano Facundo Fuentes*,0.187,super middle,29,4,0,0,NA,Adelia Maria, Argentina,6242,1,Blank,Blank,W,W,W,W
Bruno Leonardo Romay,0.187,super welter,32,21,8,0,southpaw,Buenos Aires, Argentina,6243,1,W,W,L,L,L,L
Arvin Yurong,0.187,light,25,13,3,0,orthodox,Paranaque City, Philippines,6244,1,W,W,W,L,L,W
Rivo Rengkung,0.187,super feather,36,37,31,6,orthodox,Salatiga, Indonesia,6245,1,W,L,L,L,L,L
Mateo Handig,0.187,bantam,31,15,21,0,southpaw,Baguio City, Philippines,6246,1,W,L,L,L,L,L
Romshane Sarguilla,0.187,light fly,26,7,5,2,orthodox,Valenzuela City, Philippines,6247,1,W,W,L,L,L,L
Victor Herrera,0.187,middle,30,5,3,2,orthodox,Victoria de Durango, Mexico,6248,1,W,L,D,W,L,L
Anderson Clayton,0.187,super welter,42,41,15,2,orthodox,Guarulhos, Brazil,6249,1,W,L,L,L,L,L
James Flint,0.187,super light,23,8,0,1,orthodox,Doncaster, United Kingdom,6250,1,W,W,W,D,W,W
Ruben Dario Casero,0.187,super bantam,27,6,1,0,orthodox,Colonia, Uruguay,6251,1,W,W,W,L,W,W
Juan Ramon Guzman,0.187,super welter,28,12,2,1,NA,Playas de Rosarito, Mexico,6252,1,W,W,W,L,W,L
Sergio Adrian Boltri,0.186,light,35,6,7,6,orthodox,Rosario, Argentina,6253,1,L,L,D,D,D,W
Hector Torres,0.186,bantam,28,7,0,0,southpaw,Matagalpa, Nicaragua,6254,1,W,W,W,W,W,W
Chris Conwell,0.186,super light,34,11,4,0,orthodox,Manchester, United Kingdom,6255,1,W,L,L,W,W,L
Sion Yaxley,0.186,super welter,24,6,0,0,orthodox,Ruthin, United Kingdom,6256,1,W,W,W,W,W,W
Habibu Pengo*,0.186,super light,24,14,5,2,NA,Dar-Es-Salaam, Tanzania,6257,1,W,L,L,W,W,L
Sean Fennell,0.186,light,21,7,1,0,orthodox,Manchester, United Kingdom,6258,1,W,W,W,W,W,L
Jaime Jasso,0.186,bantam,19,1,0,0,NA,Laredo, USA,6259,1,Blank,Blank,Blank,Blank,Blank,W
Hashimu Zuberi,0.186,bantam,24,15,5,0,orthodox,Dar-Es-Salaam, Tanzania,6260,1,L,W,L,W,L,L
Ondrej Budera,0.186,light heavy,27,13,19,1,NA,Pardubice, Czech Republic,6261,1,L,L,L,W,L,L
Christian Olivo,0.186,super bantam,21,14,0,1,NA,Hermosillo, Mexico,6262,1,W,W,W,W,W,W
Issouf Kinda,0.186,welter,32,18,5,0,orthodox,Bronx, USA,6263,1,W,L,W,L,NC,L
Marlembron Acuna,0.185,feather,25,8,7,1,orthodox,Caracas, Venezuela,6264,1,L,W,D,L,L,W
Seyda Keser,0.185,cruiser,30,6,0,0,orthodox,Istanbul, Turkey,6265,1,W,W,W,W,W,W
Anuj Kumar Singh,0.185,super feather,26,3,3,1,orthodox,Mumbai, India,6266,1,L,L,W,D,W,W
Nestor Armas,0.185,light,25,22,6,1,NA,Caracas, Venezuela,6267,1,W,L,L,D,W,L
Isaya Chilufya,0.185,welter,43,7,3,2,NA,Lusaka, Zambia,6268,1,L,D,W,W,W,L
Martin Navarrete,0.185,fly,32,7,0,1,southpaw,Santiago de Chile, Chile,6269,1,W,D,W,W,W,W
Hamude Ayoub,0.185,light heavy,28,2,1,2,NA,Leipzig, Germany,6270,1,Blank,D,D,L,W,W
Florian Wildenhof,0.185,middle,39,30,6,1,NA,Altoetting, Germany,6271,1,W,L,W,W,L,W
Matthew Strode,0.185,super welter,38,25,8,0,NA,Greensboro, USA,6272,1,L,L,L,W,L,L
James Branch,0.184,cruiser,25,7,0,0,southpaw,Hainault, United Kingdom,6273,1,W,W,W,W,W,W
Julius Dyis,0.184,super welter,33,10,3,0,NA,Clarksdale, USA,6274,1,W,W,W,L,L,W
Hidetoshi Takane,0.184,light fly,22,4,3,0,orthodox,NA,Japan,6275,1,W,W,W,L,L,L
Scott Dixon,0.184,super middle,44,40,12,4,orthodox,St Julians, Malta,6276,1,W,W,W,W,L,L
Juan Andres Figueroa,0.184,middle,27,5,2,0,orthodox,Villa Caraza, Argentina,6277,1,W,W,W,L,W,L
Danny Whitaker,0.184,heavy,30,4,2,0,orthodox,Silsden, United Kingdom,6278,1,W,W,W,L,W,L
Joffrey Garcia,0.184,feather,28,6,11,4,southpaw,San Miguel, Philippines,6279,1,L,W,L,L,L,L
Ayman Ashour,0.184,super middle,35,10,3,0,orthodox,Aswan, Egypt,6280,1,L,L,W,W,W,L
Terell Bostic*,0.184,super light,29,4,1,0,NA,Wyandanch, USA,6281,1,Blank,W,W,W,L,W
Sebastian Mendizabal,0.183,super light,27,4,0,0,orthodox,Roma, Italy,6282,1,Blank,Blank,W,W,W,W
Doctor Ntsele,0.183,super bantam,NA,22,14,1,orthodox,Thabong, South Africa,6283,1,W,L,W,L,L,L
Adam Stewart,0.183,heavy,31,8,1,1,orthodox,Phoenix, USA,6284,1,W,W,W,W,W,L
Alexander Cazares,0.183,light,29,16,14,0,orthodox,Barcelona, Spain,6285,1,W,W,L,L,L,L
Koji Tsurumi*,0.183,super bantam,24,4,3,1,orthodox,Neyagawa, Japan,6286,1,L,L,W,L,W,D
Joaquin Zamora,0.183,super welter,43,22,4,2,NA,Santa Fe, USA,6287,1,L,W,W,W,W,D
Oskar Kapczynski,0.183,super welter,20,4,1,0,orthodox,Jelenia Gora, Poland,6288,1,Blank,W,W,W,L,W
Rob Hunt,0.183,welter,35,26,6,2,orthodox,Stafford, United Kingdom,6289,1,W,L,W,W,W,L
Artur Ohanyan Beck*,0.183,middle,22,2,0,0,orthodox,Bremerhaven, Germany,6290,1,Blank,Blank,Blank,Blank,W,W
Hyuga Matsutani,0.182,bantam,22,3,3,0,orthodox,Osaka, Japan,6291,1,W,W,L,L,W,L
Alistair Warren,0.182,middle,33,11,29,5,orthodox,Huddersfield, United Kingdom,6292,1,L,L,L,L,L,L
Patrick Lopez,0.182,welter,42,29,14,0,southpaw,Londonderry, USA,6293,1,W,W,L,W,L,W
Kevin Bertogal,0.182,super middle,34,8,41,5,southpaw,Champigny, France,6294,1,W,D,L,L,L,L
Shintaro Ukezono,0.182,bantam,38,5,3,1,orthodox,Amagasaki, Japan,6295,1,L,W,D,W,L,W
Jeremy Adorno,0.182,super bantam,19,4,0,0,southpaw,Allentown, USA,6296,1,Blank,Blank,W,W,W,W
Thomas Herrera,0.182,light,35,11,22,1,orthodox,Hollywood, USA,6297,1,L,L,L,L,L,L
Eduardo Velazco Gutierrez,0.182,light fly,28,9,2,2,NA,Mexico City, Mexico,6298,1,L,W,W,W,D,L
Williams Andres Herrera,0.182,welter,24,5,1,0,orthodox,NA,Argentina,6299,1,W,W,L,NC,W,W
Juan Rodriguez,0.182,welter,30,8,16,1,orthodox,Haymarket, USA,6300,1,L,L,L,L,L,L
Marek Laskowski,0.182,light,32,9,10,2,southpaw,Aberdeen, United Kingdom,6301,1,L,D,W,NC,L,L
Nattawut Saisopa,0.181,light fly,27,20,10,1,orthodox,Bangkok, Thailand,6302,1,W,L,W,D,W,W
Zi Jie Shang,0.181,super light,25,6,3,2,southpaw,Wuhan, China,6303,1,L,L,W,D,W,D
Cody Terry East,0.181,heavy,32,3,1,0,orthodox,Los Lunas, USA,6304,1,Blank,Blank,W,W,L,W
Dionisio Miranda,0.181,super middle,38,22,19,2,orthodox,Miami, USA,6305,1,L,L,L,L,L,L
Jeffrey Galero,0.181,light fly,30,17,7,0,orthodox,Cagayan de Oro City, Philippines,6306,1,W,L,L,W,L,L
Hussein Itaba,0.181,super middle,36,7,5,3,orthodox,Dar-Es-Salaam, Tanzania,6307,1,L,W,L,L,W,D
Josh Humberdross,0.181,light fly,26,3,0,0,NA,Sunshine Coast, Australia,6308,1,Blank,Blank,Blank,W,W,W
Diego Allan Ferreira Iablonski,0.181,super welter,31,7,0,0,southpaw,Curitiba, Brazil,6309,1,W,W,W,W,W,W
Lewis Sylvester,0.181,light,22,6,0,0,orthodox,Hull, United Kingdom,6310,1,W,W,W,W,W,W
Harry Limburn,0.181,super light,24,6,0,0,orthodox,Eastleigh, United Kingdom,6311,1,W,W,W,W,W,W
Abdalla Attia,0.181,super middle,NA,1,0,0,southpaw,NA,Egypt,6312,1,Blank,Blank,Blank,Blank,Blank,W
Dillon Bargero*,0.181,welter,NA,5,11,0,orthodox,Central Coast, Australia,6313,1,W,L,L,L,L,L
Reinaldo German Alfaro,0.18,light heavy,33,3,3,0,NA,Salta, Argentina,6314,1,W,W,L,L,L,W
Benjamin Dimitrioski,0.18,light heavy,34,4,6,0,NA,NA,Australia,6315,1,W,W,L,W,L,L
Cesar Vergara,0.18,welter,25,6,8,0,orthodox,Cervantes, Argentina,6316,1,L,L,L,W,L,L
Orlen Padilla,0.18,light,34,24,10,1,orthodox,Barranquilla, Colombia,6317,1,W,L,W,L,L,L
Pedro Gallegos,0.18,feather,NA,10,2,1,NA,Monterrey, Mexico,6318,1,L,D,W,L,W,W
Teru Nobita*,0.18,super bantam,23,5,3,1,orthodox,Nagoya, Japan,6319,1,D,L,W,L,L,W
Mfundo Gwayana,0.18,fly,NA,21,14,3,southpaw,Mdantsane, South Africa,6320,1,L,L,L,L,L,W
Erik Agateljan*,0.18,super light,25,5,0,0,orthodox,Usti nad Labem, Czech Republic,6321,1,Blank,W,W,W,W,W
Nathan Quarless,0.18,cruiser,25,7,0,0,orthodox,Liverpool, United Kingdom,6322,1,W,W,W,W,W,W
Robbie Vernon,0.18,super light,25,5,0,0,orthodox,Bridgend, United Kingdom,6323,1,Blank,W,W,W,W,W
Anthony Casillas,0.18,super bantam,23,8,2,0,orthodox,South Gate, USA,6324,1,W,W,W,L,W,L
John Brennan,0.18,super welter,35,12,6,2,orthodox,Slough, United Kingdom,6325,1,W,W,W,D,W,L
Jazzma Hogue,0.179,feather,34,4,10,1,orthodox,Fruitland, USA,6326,1,L,L,L,L,L,W
Alex Acosta,0.179,super light,NA,1,0,0,NA,Monterrey, Mexico,6327,1,Blank,Blank,Blank,Blank,Blank,W
Melvin Moreau,0.179,welter,27,6,3,0,orthodox,Issoudun, France,6328,1,W,W,L,L,W,L
John Basan,0.179,super bantam,29,8,2,0,NA,Jakarta, Indonesia,6329,1,W,W,W,W,W,L
Phil Rose,0.179,super welter,38,9,7,1,NA,Whitby, Canada,6330,1,W,W,W,L,L,L
Kai Kurzawa,0.179,cruiser,44,38,10,0,orthodox,Chemnitz, Germany,6331,1,L,W,L,L,L,L
Duane Winters,0.179,bantam,32,11,2,0,orthodox,Bristol, United Kingdom,6332,1,W,W,W,W,W,L
Behar Sadiku,0.178,super middle,24,4,0,0,NA,NA,Switzerland,6333,1,Blank,Blank,W,W,W,W
Jonathan Lecona Ramos,0.178,super bantam,34,18,28,5,southpaw,Mexico City, Mexico,6334,1,L,D,L,L,L,L
Noe Medina,0.178,fly,35,13,11,0,orthodox,NA,Mexico,6335,1,L,L,W,L,L,W
Alejandro Mostazo,0.178,super middle,41,4,6,2,orthodox,Malaga, Spain,6336,1,W,L,D,D,W,L
Armando Frausto*,0.178,feather,28,8,1,0,orthodox,La Marque, USA,6337,1,W,W,W,L,W,W
Curtis Johnson*,0.178,super feather,31,11,1,0,NA,New Orleans, USA,6338,1,W,W,W,W,W,L
Danny Murray,0.178,super light,29,5,4,0,NA,Lanoka Harbor, USA,6339,1,NC,L,W,W,L,L
Artjoms Savdons,0.178,light heavy,24,5,0,0,orthodox,Tukums, Latvia,6340,1,Blank,W,W,W,W,W
Masafumi Ando,0.178,welter,32,6,11,2,orthodox,Takasaki, Japan,6341,1,L,D,W,L,L,L
Ren Anzai*,0.178,super bantam,20,4,3,1,orthodox,Okazaki, Japan,6342,1,W,D,L,L,W,W
Mauricio Noriega*,0.178,welter,23,5,1,0,NA,Tepic, Mexico,6343,1,W,L,W,W,W,W
King Mou,0.177,heavy,28,2,0,1,orthodox,NA,Australia,6344,1,Blank,Blank,NC,W,W,D
Vladan Babic,0.177,heavy,29,3,0,0,orthodox,Dobanovci, Serbia,6345,1,Blank,Blank,Blank,W,W,W
Charly Couedor,0.177,welter,28,12,2,1,NA,Montoir de Bretagne, France,6346,1,W,W,W,W,L,W
Ryan Watson,0.177,heavy,27,6,1,2,orthodox,Duluth, USA,6347,1,L,W,D,W,W,W
Attila Levin,0.177,heavy,44,35,4,0,orthodox,Stockholm, Sweden,6348,1,W,W,W,W,L,W
Pavel Doroshilov,0.177,heavy,26,4,3,0,southpaw,"Simferopol, Crimea", Russia,6349,1,W,W,L,L,W,L
Andres Jimenez Vargas,0.177,super light,22,5,2,1,NA,Celaya, Mexico,6350,1,W,W,W,L,W,D
Jose Luis Zuniga,0.177,middle,31,16,6,1,orthodox,NA,Mexico,6351,1,W,W,W,L,L,L
Ricardo Hernandez,0.177,super feather,27,4,2,0,NA,Madrid, Spain,6352,1,W,L,L,W,W,W
Gael Rigobert,0.177,super welter,NA,10,2,0,NA,Fourmies, France,6353,1,W,W,W,W,W,L
Mevludin Suleymani,0.177,super middle,24,5,10,3,NA,Schiltigheim, France,6354,1,L,W,W,L,L,L
Anthony Stewart,0.177,cruiser,39,4,1,2,NA,Tuscaloosa, USA,6355,1,W,L,W,W,D,D
Tebogo Malose,0.177,welter,38,10,7,3,NA,Johannesburg, South Africa,6356,1,W,L,W,L,D,L
Andrej Pesic,0.177,cruiser,26,12,2,1,orthodox,Dachau, Germany,6357,1,W,W,D,W,W,W
Brad Jackson,0.177,super welter,45,21,12,1,orthodox,Denver, USA,6358,1,W,L,L,W,W,W
Tae Yun Baek,0.176,super welter,29,4,0,1,southpaw,Seoul, South Korea,6359,1,Blank,W,D,W,W,W
Antonio Martinez,0.176,super light,34,11,5,4,NA,Espanola, USA,6360,1,L,W,L,L,W,W
Zolisa Batyi,0.176,super bantam,NA,3,1,0,NA,"Mdantsane,East London", South Africa,6361,1,Blank,Blank,W,W,W,L
Danny Rio,0.176,heavy,29,5,3,2,orthodox,NA,Australia,6362,1,L,W,W,L,D,W
Alexis De Luna,0.176,super feather,20,9,0,0,orthodox,Bakersfield, USA,6363,1,W,W,W,W,W,W
Korobo Etto,0.176,super middle,35,7,1,2,southpaw,Epping, Australia,6364,1,W,W,D,L,W,W
Carlos Bautista Sanchez,0.176,fly,26,13,1,1,NA,Culiacan, Mexico,6365,1,D,L,W,W,W,W
Cedric Pate,0.176,super welter,35,14,2,2,NA,Charleville-Mézières, France,6366,1,W,D,L,L,W,W
Gustavo Garibay,0.176,super welter,40,15,14,2,NA,NA,Mexico,6367,1,L,W,L,W,L,L
Kenneth Taylor,0.176,super feather,29,11,1,2,NA,Tyler, USA,6368,1,W,W,W,W,W,W
Nordine Arik,0.176,welter,40,18,4,2,orthodox,NA,NA,6369,1,W,L,W,W,W,W
Mick Learmonth,0.176,cruiser,25,10,0,0,southpaw,Leeds, United Kingdom,6370,1,W,W,W,W,W,W
Lucian Atana,0.176,heavy,28,4,0,0,orthodox,NA,United Kingdom,6371,1,Blank,Blank,W,W,W,W
Victor Hugo Flores,0.176,super welter,25,7,1,0,NA,Pachuca, Mexico,6372,1,W,L,W,W,W,W
Michael Gomez Jnr,0.176,super feather,25,12,1,0,orthodox,Manchester, United Kingdom,6373,1,W,W,L,W,W,W
Rafael Amarillas Ortiz,0.176,middle,25,11,4,1,southpaw,Culiacan, Mexico,6374,1,W,W,W,W,W,W
Crispin Moliati,0.176,light,31,22,11,4,orthodox,Lilongwe, Malawi,6375,1,W,W,L,L,L,L
Charlie Bubb,0.176,light heavy,NA,1,0,0,NA,NA,Australia,6376,1,Blank,Blank,Blank,Blank,Blank,W
Matt Windle,0.176,fly,30,5,3,1,orthodox,Birmingham, United Kingdom,6377,1,W,L,D,W,L,L
Jesus Xavier Pacheco PerArdua,0.176,feather,29,8,7,0,orthodox,Albuquerque, USA,6378,1,L,W,W,L,W,L
Rafal Grabowski,0.176,super light,NA,5,1,1,NA,Pionki, Poland,6379,1,W,W,W,L,D,W
Anh Tuan Dao Nguyen,0.176,super light,31,2,3,0,orthodox,Ho Chi Minh City, Vietnam,6380,1,Blank,L,W,W,L,L
Thembani Mhlanga,0.176,super welter,22,3,5,0,orthodox,Gweru, Zimbabwe,6381,1,L,W,L,L,W,L
Dondrell Haynes,0.175,welter,24,5,0,0,orthodox,Rosenberg, USA,6382,1,Blank,W,W,W,W,W
Yuya Azuma,0.175,light,21,5,4,1,orthodox,Sapporo, Japan,6383,1,L,L,W,W,W,L
Jerome Rodriguez,0.175,welter,34,7,14,3,southpaw,Allentown, USA,6384,1,L,L,L,L,L,L
Jeremiah Karpency,0.175,heavy,30,16,2,1,southpaw,Adah, USA,6385,1,L,W,W,W,L,W
Juan Antonio Mendez,0.175,super middle,33,12,3,2,southpaw,Tuxtepec, Mexico,6386,1,W,D,W,D,W,L
Katsuya Fukui,0.175,bantam,24,2,0,0,orthodox,NA,Japan,6387,1,Blank,Blank,Blank,Blank,W,W
Pedro Guilherme Dos Santos,0.175,light,20,4,2,2,orthodox,Mogi Mirim, Brazil,6388,1,D,L,D,W,W,W
Juan Zegarra*,0.175,super light,34,16,0,0,southpaw,Lima, Peru,6389,1,W,W,W,W,W,W
Nikolozi Gviniashvili*,0.175,super middle,31,14,19,4,orthodox,Tianeti, Georgia,6390,1,L,L,L,L,L,L
John Akurigo,0.174,middle,36,16,6,0,NA,Accra, Ghana,6391,1,W,W,W,W,W,L
Jesus Ariel Munoz*,0.174,super bantam,26,5,0,0,NA,San Rafael, Argentina,6392,1,Blank,W,W,W,W,W
Anocha Phuangkaew,0.174,super bantam,20,7,1,0,southpaw,Si Sa Ket, Thailand,6393,1,L,W,W,W,W,W
Vsevolod Slipchenko,0.174,middle,24,3,1,0,NA,Kremenchug, Ukraine,6394,1,Blank,Blank,W,W,L,W
Mark Sales,0.174,welter,39,23,43,5,southpaw,Lipa City, Philippines,6395,1,D,L,L,L,D,W
Muheeb Fazeldin,0.174,super feather,28,13,1,1,southpaw,Sheffield, United Kingdom,6396,1,W,W,W,W,W,L
Jorge Amaya Diaz,0.174,feather,18,5,1,0,NA,Gomez Palacio, Mexico,6397,1,W,W,W,W,W,L
Aiman Abu bakar,0.174,feather,28,9,1,0,orthodox,Kuala Lumpur, Malaysia,6398,1,W,W,W,W,W,L
Jesus Lopez Perez,0.174,light,19,6,14,2,NA,Costa Rica, Mexico,6399,1,W,W,L,L,L,L
Jeremiah Williams,0.174,heavy,48,16,13,1,orthodox,Cincinnati, USA,6400,1,W,W,W,W,W,W
Tae Sun Kim,0.174,super feather,24,5,1,1,NA,Anyang, South Korea,6401,1,W,W,W,L,D,W
Ignacio Esparza,0.174,heavy,43,22,3,0,NA,Guadalajara, Mexico,6402,1,W,W,W,W,L,W
Aslanbek Daurov Alborov,0.173,middle,34,5,2,1,NA,Guadalajara, Mexico,6403,1,W,W,W,W,D,L
Troy Coleman*,0.173,middle,25,6,0,0,orthodox,Burntwood, United Kingdom,6404,1,W,W,W,W,W,W
Gino da Fonseca,0.173,heavy,26,4,1,0,orthodox,Amsterdam, Netherlands,6405,1,Blank,W,W,W,L,W
Loic Tajan,0.173,bantam,30,4,1,0,NA,Villemandeur, France,6406,1,W,W,W,W,L,NC
Ronny Gabel*,0.173,super welter,36,26,6,1,orthodox,Berlin, Germany,6407,1,W,W,L,W,W,W
Adrian Martin,0.173,super welter,28,11,1,0,orthodox,Ingatestone, United Kingdom,6408,1,W,W,W,L,W,W
Nika Smoian,0.173,light heavy,27,6,0,0,NA,Geneva, Switzerland,6409,1,W,W,W,W,W,NC
Oleksandr Babanov,0.173,heavy,34,3,0,0,orthodox,Dnipro, Ukraine,6410,1,Blank,Blank,Blank,W,W,W
Hokuto Matsumoto,0.173,super light,24,6,4,0,orthodox,Fujimino, Japan,6411,1,W,W,L,L,W,L
